"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:0EOhkB8dds4tw","asa","spotify:artist:14zUHaJZo1mnYtn6IBRaRP, spotify:artist:1pQWsZQehhSdd7Fnxd","Justin Quiles, Lenny Tavárez","spotify:album:4xhFGaj0T9cAYdddwBhd87J","Rosa","spotify:artist:14zUHaJZo1mnYtn6IBRaRP, spotify:artist:1pQWsZQehhS4wavwh7Fnxd","Justin Quiles, Lenny Tavárez","2026-01-15","https://i.scdn.co/image/ab67616d0000b2739c7cea293f0c1b87cfad0265","1","1","172857","https://p.scdn.co/mp3-preview/4adb164f15a08531d12e226290037a51de58eee2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","USWL12600026","","2026-01-19T11:36:54Z"
